"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] MovieTitleJaccard record1Value","[0] MovieTitleJaccard record2Value","[0] MovieTitleJaccard record1PreprocessedValue","[0] MovieTitleJaccard record2PreprocessedValue","[0] MovieTitleJaccard similarity","[0] MovieTitleJaccard postproccesedSimilarity","[1] MovieDirectorJaccard record1Value","[1] MovieDirectorJaccard record2Value","[1] MovieDirectorJaccard record1PreprocessedValue","[1] MovieDirectorJaccard record2PreprocessedValue","[1] MovieDirectorJaccard similarity","[1] MovieDirectorJaccard postproccesedSimilarity","[2] MovieProducerJaccard record1Value","[2] MovieProducerJaccard record2Value","[2] MovieProducerJaccard record1PreprocessedValue","[2] MovieProducerJaccard record2PreprocessedValue","[2] MovieProducerJaccard similarity","[2] MovieProducerJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","dbpedia_id_9267","HM_id_2590","0.0",,"Supervixens","Superbad","Supervixens","Superbad","0.0","0.0","Russ Meyer","Greg Mottola","Russ Meyer","Greg Mottola","0.0","0.0","Russ Meyer","Seth Rogen","Russ Meyer","Seth Rogen","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1957","HM_id_3163","0.7000000000000001",,"If I Stay (film)","If I Stay","If I Stay (film)","If I Stay","0.75","0.75","R. J. Cutler","R.J. Cutler","R. J. Cutler","R.J. Cutler","1.0","1.0","Alison Greenspan","Shauna Cross","Alison Greenspan","Shauna Cross","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3389","HM_id_1684","0.0",,"Desierto","Demolition","Desierto","Demolition","0.0","0.0","Jonás Cuarón","Jean-Marc Vallée","Jonás Cuarón","Jean-Marc Vallée","0.0","0.0","Alfonso Cuarón","Bryan Sipe","Alfonso Cuarón","Bryan Sipe","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_8579","HM_id_1886","0.0",,"Mank","Martyrs","Mank","Martyrs","0.0","0.0","David Fincher","Pascal Laugier","David Fincher","Pascal Laugier","0.0","0.0","Ceán Chaffin","Pascal Laugier","Ceán Chaffin","Pascal Laugier","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2595","HM_id_1652","0.9","1","The Nice Guys","The Nice Guys","The Nice Guys","The Nice Guys","1.0","1.0","Shane Black","Shane Black","Shane Black","Shane Black","1.0","1.0","Joel Silver","Shane Black","Joel Silver","Shane Black","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9267","HM_id_2594","0.0",,"Supervixens","Sunshine","Supervixens","Sunshine","0.0","0.0","Russ Meyer","Danny Boyle","Russ Meyer","Danny Boyle","0.0","0.0","Russ Meyer","Alex Garland","Russ Meyer","Alex Garland","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_116","HM_id_4376","0.0",,"Waar","Watchtower","Waar","Watchtower","0.0","0.0","Bilal Lashari","Pelin Esmer","Bilal Lashari","Pelin Esmer","0.0","0.0","Syed Mujtaba Tirmizi","Pelin Esmer","Syed Mujtaba Tirmizi","Pelin Esmer","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1759","HM_id_1944","0.26666666666666666",,"The Mauritanian","The Martian","The Mauritanian","The Martian","0.3333333333333333","0.3333333333333333","Kevin Macdonald","Ridley Scott","Kevin Macdonald","Ridley Scott","0.0","0.0","Benedict Cumberbatch","Drew Goddard","Benedict Cumberbatch","Drew Goddard","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9267","HM_id_2593","0.0",,"Supervixens","Super","Supervixens","Super","0.0","0.0","Russ Meyer","James Gunn","Russ Meyer","James Gunn","0.0","0.0","Russ Meyer","James Gunn","Russ Meyer","James Gunn","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9267","HM_id_2596","0.0",,"Supervixens","Submarine","Supervixens","Submarine","0.0","0.0","Russ Meyer","Richard Ayoade","Russ Meyer","Richard Ayoade","0.0","0.0","Russ Meyer","Richard Ayoade","Russ Meyer","Richard Ayoade","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1457","HM_id_4220","0.4",,"The Curse of Frankenstein","The Curse of Sleeping Beauty","The Curse of Frankenstein","The Curse of Sleeping Beauty","0.5","0.5","Terence Fisher","Pearry Reginald Teo","Terence Fisher","Pearry Reginald Teo","0.0","0.0","Anthony Frank Hinds","Josh Nadler","Anthony Frank Hinds","Josh Nadler","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7013","HM_id_1260","0.9","1","Blade Runner 2049","Blade Runner 2049","Blade Runner 2049","Blade Runner 2049","1.0","1.0","Denis Villeneuve","Denis Villeneuve","Denis Villeneuve","Denis Villeneuve","1.0","1.0","Bud Yorkin","Hampton Fancher","Bud Yorkin","Hampton Fancher","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7243","HM_id_3245","0.9","1","Hansel & Gretel: Witch Hunters","Hansel & Gretel: Witch Hunters","Hansel & Gretel: Witch Hunters","Hansel & Gretel: Witch Hunters","1.0","1.0","Tommy Wirkola","Tommy Wirkola","Tommy Wirkola","Tommy Wirkola","1.0","1.0","Adam McKay","Tommy Wirkola","Adam McKay","Tommy Wirkola","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1885","HM_id_3447","0.0",,"Desperate Search","Death Sentence","Desperate Search","Death Sentence","0.0","0.0","Joseph H. Lewis","James Wan","Joseph H. Lewis","James Wan","0.0","0.0","Matthew Rapf","Ian Mackenzie Jeffers","Matthew Rapf","Ian Mackenzie Jeffers","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1223","HM_id_2869","0.58",,"On the Road (2012 film)","On the Road","On the Road (2012 film)","On the Road","0.6","0.6","Walter Salles","Walter Salles","Walter Salles","Walter Salles","1.0","1.0","Francis Ford Coppola","Jack Kerouac","Francis Ford Coppola","Jack Kerouac","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2599","HM_id_4141","0.0",,"Fast Five","Father Figures","Fast Five","Father Figures","0.0","0.0","Justin Lin","Lawrence Sher","Justin Lin","Lawrence Sher","0.0","0.0","Neal H. Moritz","Justin Malen","Neal H. Moritz","Justin Malen","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3260","HM_id_1724","0.0",,"Untraceable","Undisputed","Untraceable","Undisputed","0.0","0.0","Gregory Hoblit","Walter Hill","Gregory Hoblit","Walter Hill","0.0","0.0","Gary Lucchesi","David Giler","Gary Lucchesi","David Giler","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4091","HM_id_1185","0.0",,"Mother!","Mountain","Mother!","Mountain","0.0","0.0","Darren Aronofsky","Jennifer Peedom","Darren Aronofsky","Jennifer Peedom","0.0","0.0","Ari Handel","Robert Macfarlane","Ari Handel","Robert Macfarlane","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2773","HM_id_1991","0.0",,"Anomalisa","Ant-Man","Anomalisa","Ant-Man","0.0","0.0","Charlie Kaufman","Peyton Reed","Charlie Kaufman","Peyton Reed","0.0","0.0","Charlie Kaufman","Edgar Wright","Charlie Kaufman","Edgar Wright","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_6766","HM_id_2354","0.5",,"The Lord of the Rings (film series)","The Lord of the Rings: The Return of the King","The Lord of the Rings (film series)","The Lord of the Rings: The Return of the King","0.5","0.5","Peter Jackson","Peter Jackson","Peter Jackson","Peter Jackson","1.0","1.0","Barrie M. Osborne","J.R.R. Tolkien","Barrie M. Osborne","J.R.R. Tolkien","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_6766","HM_id_2355","0.5",,"The Lord of the Rings (film series)","The Lord of the Rings: The Fellowship of the Ring","The Lord of the Rings (film series)","The Lord of the Rings: The Fellowship of the Ring","0.5","0.5","Peter Jackson","Peter Jackson","Peter Jackson","Peter Jackson","1.0","1.0","Barrie M. Osborne","J.R.R. Tolkien","Barrie M. Osborne","J.R.R. Tolkien","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4872","HM_id_1269","0.0",,"Machuca","Mayhem","Machuca","Mayhem","0.0","0.0","Andrés Wood","Joe Lynch","Andrés Wood","Joe Lynch","0.0","0.0","Andrés Wood","Matias Caruso","Andrés Wood","Matias Caruso","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4872","HM_id_1263","0.0",,"Machuca","Marshall","Machuca","Marshall","0.0","0.0","Andrés Wood","Reginald Hudlin","Andrés Wood","Reginald Hudlin","0.0","0.0","Andrés Wood","Michael Koskoff","Andrés Wood","Michael Koskoff","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_6766","HM_id_2358","0.2",,"The Lord of the Rings (film series)","The Look of Love","The Lord of the Rings (film series)","The Look of Love","0.25","0.25","Peter Jackson","Michael Winterbottom","Peter Jackson","Michael Winterbottom","0.0","0.0","Barrie M. Osborne","Matt Greenhalgh","Barrie M. Osborne","Matt Greenhalgh","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_953","HM_id_2008","0.0",,"Mid90s","Minions","Mid90s","Minions","0.0","0.0","Jonah Hill","Kyle Balda","Jonah Hill","Kyle Balda","0.0","0.0","Eli Bush","Brian Lynch","Eli Bush","Brian Lynch","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9238","HM_id_1586","0.9",,"Bad Moms","Bad Moms","Bad Moms","Bad Moms","1.0","1.0","Jon Lucas","Jon Lucas","Jon Lucas","Jon Lucas","1.0","1.0","Bill Block","Jon Lucas","Bill Block","Jon Lucas","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_6766","HM_id_2353","0.5",,"The Lord of the Rings (film series)","The Lord of the Rings: The Two Towers","The Lord of the Rings (film series)","The Lord of the Rings: The Two Towers","0.5","0.5","Peter Jackson","Peter Jackson","Peter Jackson","Peter Jackson","1.0","1.0","Barrie M. Osborne","J.R.R. Tolkien","Barrie M. Osborne","J.R.R. Tolkien","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_876","HM_id_1536","0.30000000000000004",,"I Am Not Your Negro","I Am Not a Serial Killer","I Am Not Your Negro","I Am Not a Serial Killer","0.375","0.375","Raoul Peck","Billy O'Brien","Raoul Peck","Billy O'Brien","0.0","0.0","Raoul Peck","Billy O'Brien","Raoul Peck","Billy O'Brien","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_8277","HM_id_4586","0.0",,"Baghead","Backstabbed","Baghead","Backstabbed","0.0","0.0","Jay Duplass","Doug Campbell","Jay Duplass","Doug Campbell","0.0","0.0","Jay Duplass","Bryan Dick","Jay Duplass","Bryan Dick","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9090","HM_id_2314","0.26666666666666666",,"The Pacifier","The Patriot","The Pacifier","The Patriot","0.3333333333333333","0.3333333333333333","Adam Shankman","Roland Emmerich","Adam Shankman","Roland Emmerich","0.0","0.0","Gary Barber","Robert Rodat","Gary Barber","Robert Rodat","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5391","HM_id_3550","0.26666666666666666",,"Camping 2","Cars 2","Camping 2","Cars 2","0.3333333333333333","0.3333333333333333","Fabien Onteniente","John Lasseter","Fabien Onteniente","John Lasseter","0.0","0.0","Patrice Ledoux","John Lasseter","Patrice Ledoux","John Lasseter","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_259","HM_id_3454","0.0",,"Desoddharakulu","Deadfall","Desoddharakulu","Deadfall","0.0","0.0","C. S. Rao","Stefan Ruzowitzky","C. S. Rao","Stefan Ruzowitzky","0.0","0.0","U. Visweswar Rao","Zach Dean","U. Visweswar Rao","Zach Dean","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1392","HM_id_2334","0.26666666666666666",,"The Missionaries","The Mist","The Missionaries","The Mist","0.3333333333333333","0.3333333333333333","Tonie Marshall","Frank Darabont","Tonie Marshall","Frank Darabont","0.0","0.0","Tonie Marshall","Frank Darabont","Tonie Marshall","Frank Darabont","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7125","HM_id_1383","0.9","1","Alien: Covenant","Alien: Covenant","Alien: Covenant","Alien: Covenant","1.0","1.0","Ridley Scott","Ridley Scott","Ridley Scott","Ridley Scott","1.0","1.0","David Giler","Dan O'Bannon","David Giler","Dan O'Bannon","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_349","HM_id_2579","0.0",,"Swades","Swordfish","Swades","Swordfish","0.0","0.0","Ashutosh Gowariker","Dominic Sena","Ashutosh Gowariker","Dominic Sena","0.0","0.0","Ashutosh Gowariker","Skip Woods","Ashutosh Gowariker","Skip Woods","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_377","HM_id_4827","0.0",,"Paheli","Padman","Paheli","Padman","0.0","0.0","Amol Palekar","R. Balki","Amol Palekar","R. Balki","0.0","0.0","Gauri Khan","Swanand Kirkire","Gauri Khan","Swanand Kirkire","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5701","HM_id_4268","0.0",,"Existenz","Extinction","Existenz","Extinction","0.0","0.0","David Cronenberg","Adam Spinks","David Cronenberg","Adam Spinks","0.0","0.0","David Cronenberg","Ben Loyd-Holmes","David Cronenberg","Ben Loyd-Holmes","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1907","HM_id_3375","0.0",,"Eraserhead","Erased","Eraserhead","Erased","0.0","0.0","David Lynch","Philipp Stölzl","David Lynch","Philipp Stölzl","0.0","0.0","David Lynch","Arash Amel","David Lynch","Arash Amel","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5055","HM_id_2255","0.2",,"The Thief of Bagdad (1924 film)","The Theory of Everything","The Thief of Bagdad (1924 film)","The Theory of Everything","0.25","0.25","Raoul Walsh","James Marsh","Raoul Walsh","James Marsh","0.0","0.0","Douglas Fairbanks","Anthony McCarten","Douglas Fairbanks","Anthony McCarten","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5344","HM_id_3570","0.8500000000000001","1","Broken City","Broken City","Broken City","Broken City","1.0","1.0","Allen and Albert Hughes","Allen Hughes","Allen and Albert Hughes","Allen Hughes","0.5","0.5","Allen and Albert Hughes","Brian Tucker","Allen and Albert Hughes","Brian Tucker","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_6960","HM_id_2426","0.08888888888888889",,"The Great Gatsby (1974 film)","The Greatest Game Ever Played","The Great Gatsby (1974 film)","The Greatest Game Ever Played","0.1111111111111111","0.1111111111111111","Jack Clayton","Bill Paxton","Jack Clayton","Bill Paxton","0.0","0.0","David Merrick","Mark Frost","David Merrick","Mark Frost","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1809","HM_id_1907","0.0",,"Mississippi Mermaid","Middle Men","Mississippi Mermaid","Middle Men","0.0","0.0","François Truffaut","George Gallo","François Truffaut","George Gallo","0.0","0.0","François Truffaut","George Gallo","François Truffaut","George Gallo","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9216","HM_id_1811","0.0",,"Bandidas","Bandits","Bandidas","Bandits","0.0","0.0","Espen Sandberg","Barry Levinson","Espen Sandberg","Barry Levinson","0.0","0.0","Luc Besson","Harley Peyton","Luc Besson","Harley Peyton","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7436","HM_id_3622","0.0",,"Beerfest","Belle","Beerfest","Belle","0.0","0.0","Jay Chandrasekhar","Amma Asante","Jay Chandrasekhar","Amma Asante","0.0","0.0","Bill Gerber","Misan Sagay","Bill Gerber","Misan Sagay","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_6960","HM_id_2428","0.48",,"The Great Gatsby (1974 film)","The Great Gatsby","The Great Gatsby (1974 film)","The Great Gatsby","0.6","0.6","Jack Clayton","Baz Luhrmann","Jack Clayton","Baz Luhrmann","0.0","0.0","David Merrick","Baz Luhrmann","David Merrick","Baz Luhrmann","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7436","HM_id_3626","0.0",,"Beerfest","Beginners","Beerfest","Beginners","0.0","0.0","Jay Chandrasekhar","Mike Mills","Jay Chandrasekhar","Mike Mills","0.0","0.0","Bill Gerber","Mike Mills","Bill Gerber","Mike Mills","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3062","HM_id_1874","0.11428571428571428",,"The Gold Diggers (1923 film)","The Good Dinosaur","The Gold Diggers (1923 film)","The Good Dinosaur","0.14285714285714285","0.14285714285714285","Harry Beaumont","Peter Sohn","Harry Beaumont","Peter Sohn","0.0","0.0","David J. Belasco","Bob Peterson","David J. Belasco","Bob Peterson","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9385","HM_id_4441","0.26666666666666666",,"The Fountain","The Forgiven","The Fountain","The Forgiven","0.3333333333333333","0.3333333333333333","Darren Aronofsky","Roland Joffé","Darren Aronofsky","Roland Joffé","0.0","0.0","Arnon Milchan","Michael Ashton","Arnon Milchan","Michael Ashton","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5420","HM_id_3939","0.5",,"The Twilight Saga (film series)","The Twilight Saga: Eclipse","The Twilight Saga (film series)","The Twilight Saga: Eclipse","0.5","0.5"," David Slade","David Slade"," David Slade","David Slade","1.0","1.0","Mark Morgan","Melissa Rosenberg","Mark Morgan","Melissa Rosenberg","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9216","HM_id_4081","0.0",,"Bandidas","Battleship","Bandidas","Battleship","0.0","0.0","Espen Sandberg","Peter Berg","Espen Sandberg","Peter Berg","0.0","0.0","Luc Besson","Jon Hoeber","Luc Besson","Jon Hoeber","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_8083","HM_id_1424","0.0",,"Lianna","Life","Lianna","Life","0.0","0.0","John Sayles","Daniel Espinosa","John Sayles","Daniel Espinosa","0.0","0.0","Maggie Renzi","Rhett Reese","Maggie Renzi","Rhett Reese","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9577","HM_id_4334","0.26666666666666666",,"The Conspirator","The Comedian","The Conspirator","The Comedian","0.3333333333333333","0.3333333333333333","Robert Redford","Taylor Hackford","Robert Redford","Taylor Hackford","0.0","0.0","Robert Redford","Art Linson","Robert Redford","Art Linson","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_104","HM_id_1394","0.0",,"Gindari","Gifted","Gindari","Gifted","0.0","0.0","Udayakantha Warnasuriya","Marc Webb","Udayakantha Warnasuriya","Marc Webb","0.0","0.0","Udayakantha Warnasuriya","Tom Flynn","Udayakantha Warnasuriya","Tom Flynn","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9811","HM_id_2017","0.9","1","Avengers: Age of Ultron","Avengers: Age of Ultron","Avengers: Age of Ultron","Avengers: Age of Ultron","1.0","1.0","Joss Whedon","Joss Whedon","Joss Whedon","Joss Whedon","1.0","1.0","Kevin Feige","Joss Whedon","Kevin Feige","Joss Whedon","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_803","HM_id_2869","0.32000000000000006",,"On the Rocks (film)","On the Road","On the Rocks (film)","On the Road","0.4","0.4","Sofia Coppola","Walter Salles","Sofia Coppola","Walter Salles","0.0","0.0","Sofia Coppola","Jack Kerouac","Sofia Coppola","Jack Kerouac","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_914","HM_id_4272","0.0",,"Baise-moi","Backtrack","Baise-moi","Backtrack","0.0","0.0","Coralie Trinh Thi","Michael Petroni","Coralie Trinh Thi","Michael Petroni","0.0","0.0","Philippe Godeau","Michael Petroni","Philippe Godeau","Michael Petroni","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4166","HM_id_3273","0.58",,"Going the Distance (2010 film)","Going the Distance","Going the Distance (2010 film)","Going the Distance","0.6","0.6","Nanette Burstein","Nanette Burstein","Nanette Burstein","Nanette Burstein","1.0","1.0","Adam Shankman","Geoff LaTulippe","Adam Shankman","Geoff LaTulippe","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_6695","HM_id_4038","0.0",,"Re-Animator","Realive","Re-Animator","Realive","0.0","0.0","Stuart Gordon","Mateo Gil","Stuart Gordon","Mateo Gil","0.0","0.0","Brian Yuzna","Mateo Gil","Brian Yuzna","Mateo Gil","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1165","HM_id_2702","0.2",,"Season of the Witch (2011 film)","Secret of the Wings","Season of the Witch (2011 film)","Secret of the Wings","0.25","0.25","Dominic Sena","Roberts Gannaway","Dominic Sena","Roberts Gannaway","0.0","0.0","Charles Roven","Roberts Gannaway","Charles Roven","Roberts Gannaway","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_8631","HM_id_2421","0.13333333333333333",,"The Haunted Palace","The Hangover Part II","The Haunted Palace","The Hangover Part II","0.16666666666666666","0.16666666666666666","Roger Corman","Todd Phillips","Roger Corman","Todd Phillips","0.0","0.0","Roger Corman","Craig Mazin","Roger Corman","Craig Mazin","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7436","HM_id_3618","0.0",,"Beerfest","Bernie","Beerfest","Bernie","0.0","0.0","Jay Chandrasekhar","Richard Linklater","Jay Chandrasekhar","Richard Linklater","0.0","0.0","Bill Gerber","Skip Hollandsworth","Bill Gerber","Skip Hollandsworth","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5420","HM_id_3943","0.26666666666666666",,"The Twilight Saga (film series)","The Twilight Saga: Breaking Dawn - Part 1","The Twilight Saga (film series)","The Twilight Saga: Breaking Dawn - Part 1","0.3333333333333333","0.3333333333333333","Bill Condon","Bill Condon","Bill Condon","Bill Condon","0.0","0.0","Mark Morgan","Melissa Rosenberg","Mark Morgan","Melissa Rosenberg","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5668","HM_id_4038","0.0",,"Rent-a-Cop","Realive","Rent-a-Cop","Realive","0.0","0.0","Jerry London","Mateo Gil","Jerry London","Mateo Gil","0.0","0.0","Raymond Wagner","Mateo Gil","Raymond Wagner","Mateo Gil","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1031","HM_id_4260","0.0",,"Miral","Misconduct","Miral","Misconduct","0.0","0.0","Julian Schnabel","Shintaro Shimosawa","Julian Schnabel","Shintaro Shimosawa","0.0","0.0","Pathé","Simon Boyes","Pathé","Simon Boyes","0.0","0.0"
